"date","area","covid_cases_per_100k","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_19_community_level"
2022-03-17,"Saginaw Region","26.388749156797","1.9216277317257","2.47394511920216","Low"
2022-03-17,"State","52.3087546270818","3.03914928203739","5.30697546201239","Low"
2022-03-17,"Traverse City Region","50.9930159785605","5.61901252763449","12.5797745278489","Medium"
2022-03-17,"Upper Peninsula Region","61.2347331437176","2.71158586688578","5.3538564676388","Low"
2022-03-18,"Detroit Region","59.1966157233764","2.49798103835474","5.70225134195386","Low"
2022-03-18,"Grand Rapids Region","42.0163961657596","3.97185050914325","4.62506060596362","Low"
2022-03-18,"Jackson Region","42.9658322481706","1.60235448005232","1.3220255901585","Low"
2022-03-18,"Kalamazoo Region","45.737304008911","4.04395604395604","3.83737014577966","Low"
2022-03-18,"Lansing Region","57.0121569542989","5.43164921863147","4.56773958566836","Low"
2022-03-18,"Saginaw Region","24.4095929700372","1.83736926411005","2.30901544458869","Low"
2022-03-18,"State","52.2586888205858","2.9584315638295","5.19683068827251","Low"
2022-03-18,"Traverse City Region","50.9930159785605","5.50964187327824","12.3551356969945","Medium"
2022-03-18,"Upper Peninsula Region","54.2077965534549","2.5718194254446","4.0153923507291","Low"
2022-03-19,"Detroit Region","60.0738851574212","2.45691276355672","5.45432737056456","Low"
2022-03-19,"Grand Rapids Region","41.9512544662778","3.83096787962864","4.55991890728808","Low"
2022-03-19,"Jackson Region","42.3048194443526","1.57377049180328","1.65253198769813","Low"
2022-03-19,"Kalamazoo Region","45.9447294239174","3.91984144461572","3.83737014577966","Low"
2022-03-19,"Lansing Region","57.5196835740701","5.15746234596075","4.56773958566836","Low"
2022-03-19,"Saginaw Region","24.5745226522672","1.76974489315636","1.97915609536173","Low"
2022-03-19,"State","52.7793732081448","2.88387914269645","5.03662010828723","Low"
2022-03-19,"Traverse City Region","50.9930159785605","5.48020527859238","12.5797745278489","Medium"
2022-03-19,"Upper Peninsula Region","55.8808766939936","2.38030095759234","3.34616029227425","Low"
2022-03-20,"Detroit Region","59.7687479629708","2.40329873202224","5.54968274417583","Low"
2022-03-20,"Grand Rapids Region","42.3421046631686","3.68867773447926","4.2993521125859","Low"
2022-03-20,"Jackson Region","43.2963386500796","1.51315789473684","0.991519192618877","Low"
2022-03-20,"Kalamazoo Region","44.9076023488854","3.8236914600551","4.14850826570774","Low"
2022-03-20,"Lansing Region","58.7039123535363","4.81707317073171","4.22938850524848","Low"
2022-03-20,"Saginaw Region","25.5641007456471","1.73111299275567","2.47394511920216","Low"
2022-03-20,"State","52.9596101115306","2.80190225859336","5.09669907578171","Low"
2022-03-20,"Traverse City Region","53.68868202148","5.45487827201172","13.2536910204123","Medium"
2022-03-20,"Upper Peninsula Region","58.5578049188556","2.18878248974008","3.34616029227425","Low"
2022-03-21,"Detroit Region","61.8474951001641","2.34914531331146","5.3971141463978","Low"
2022-03-21,"Grand Rapids Region","41.8209710673142","3.60941024814695","4.10392701655927","Low"
2022-03-21,"Jackson Region","37.3472234157176","1.54962083745467","1.65253198769813","Low"
2022-03-21,"Kalamazoo Region","42.8333481988214","3.62819248054368","3.52623202585158","Low"
2022-03-21,"Lansing Region","56.335454794604","4.5123062898815","4.39856404545842","Low"
2022-03-21,"Saginaw Region","25.3991710634171","1.67183244106321","2.9687341430426","Low"
2022-03-21,"State","53.1498601762156","2.72458152405856","5.03662010828723","Low"
2022-03-21,"Traverse City Region","46.5002392403613","5.41826835072305","14.6015240055389","Medium"
2022-03-21,"Upper Peninsula Region","59.2270369750711","2.05366922234392","3.01154426304683","Low"
2022-03-22,"Detroit Region","63.8881000880511","2.30161798000994","5.37804307167555","Low"
2022-03-22,"Grand Rapids Region","42.6678131605775","3.47563279183982","4.16906871523482","Low"
2022-03-22,"Jackson Region","40.9827938367166","1.55526141628061","2.31354478277738","Low"
2022-03-22,"Kalamazoo Region","42.7296354913182","3.60153256704981","3.42251931920888","Low"
2022-03-22,"Lansing Region","54.9820504752141","4.15335463258786","4.39856404545842","Low"
2022-03-22,"Saginaw Region","24.2446632878072","1.62517613903241","3.29859349226955","Low"
2022-03-22,"State","54.1511763061368","2.64600456698355","5.07667275328355","Low"
2022-03-22,"Traverse City Region","48.297349935641","5.12773722627737","14.6015240055389","Medium"
2022-03-22,"Upper Peninsula Region","50.192404216162","2.026286966046","3.34616029227425","Low"
2022-03-23,"Detroit Region","65.0323645672401","2.23975285485739","5.24454554861977","Low"
2022-03-23,"Grand Rapids Region","44.6220641450315","3.37705984388552","3.71307682450601","Low"
2022-03-23,"Jackson Region","39.3302618271716","1.55680688969858","1.98303838523775","Low"
2022-03-23,"Kalamazoo Region","40.3442432187446","3.5162668419323","3.42251931920888","Low"
2022-03-23,"Lansing Region","54.9820504752141","3.77530826609834","4.56773958566836","Low"
2022-03-23,"Saginaw Region","22.9252258299674","1.60668984308935","3.79338251610998","Low"
2022-03-23,"State","54.5717290807037","2.55598848043368","4.89643585080011","Low"
2022-03-23,"Traverse City Region","48.9712664463708","4.7601677913551","13.4783298512667","Medium"
2022-03-23,"Upper Peninsula Region","47.1808599631922","1.94573855850918","2.6769282338194","Low"
2022-03-24,"Detroit Region","65.1277199405059","2.17163413261534","5.111048025564","Low"
2022-03-24,"Grand Rapids Region","44.1009305491771","3.22667966000758","3.77821852318155","Low"
2022-03-24,"Jackson Region","39.3302618271716","1.82421227197347","3.63557037293588","Low"
2022-03-24,"Kalamazoo Region","40.2405305112414","3.39411247803163","3.1113811992808","Low"
2022-03-24,"Lansing Region","55.1512260151378","3.47971432912931","4.90609066608824","Low"
2022-03-24,"Saginaw Region","23.7498742411173","1.56381683678247","4.12324186533694","Low"
2022-03-24,"State","54.6618475323966","2.46263702017533","4.85638320580379","Low"
2022-03-24,"Traverse City Region","49.4205441201908","4.39540397592559","12.3551356969945","Medium"
2022-03-24,"Upper Peninsula Region","49.5231721599465","1.91780821917808","3.01154426304683","Low"
2022-03-25,"Detroit Region","65.2802885377311","2.11870011905287","5.13011910028625","Low"
2022-03-25,"Grand Rapids Region","44.8826309429587","3.10619612945194","3.58279342715492","Low"
2022-03-25,"Jackson Region","39.3302618271716","2.12695247590562","4.29658316801514","Low"
2022-03-25,"Kalamazoo Region","39.8256796812286","3.23713376495117","3.00766849263811","Low"
2022-03-25,"Lansing Region","55.1512260151378","3.17121512425675","4.06021296503854","Low"
2022-03-25,"Saginaw Region","24.9043820167272","1.55812651614107","4.45310121456389","Low"
2022-03-25,"State","54.7719923066879","2.39276888181726","4.81633056080747","Low"
2022-03-25,"Traverse City Region","46.2756004034513","4.21302206821083","11.9058580352856","Medium"
2022-03-25,"Upper Peninsula Region","49.8577881880542","2.02739726027397","3.68077632150168","Low"
2022-03-26,"Detroit Region","65.4328571349563","2.06602463803248","5.13011910028625","Low"
2022-03-26,"Grand Rapids Region","44.8826309429587","2.99945858148349","3.38736833112829","Low"
2022-03-26,"Jackson Region","40.9827938367166","2.41322314049587","3.96607677047551","Low"
2022-03-26,"Kalamazoo Region","40.6553813412542","3.174777545864","3.2150939059235","Low"
2022-03-26,"Lansing Region","54.9820504752141","3.0363137015563","4.39856404545842","Low"
2022-03-26,"Saginaw Region","23.9148039233473","1.50242627846211","4.12324186533694","Low"
2022-03-26,"State","54.8921502422785","2.33434856175973","4.78629107706023","Low"
2022-03-26,"Traverse City Region","46.0509615665414","4.05331385795143","11.9058580352856","Medium"
2022-03-26,"Upper Peninsula Region","48.853940103731","2.08162147356889","3.34616029227425","Low"
2022-03-27,"Detroit Region","67.568817496109","2.02346558454447","5.07290587611949","Low"
2022-03-27,"Grand Rapids Region","44.8174892434769","2.90537250446356","3.2570849337772","Low"
2022-03-27,"Jackson Region","39.3302618271716","2.67062314540059","4.29658316801514","Low"
2022-03-27,"Kalamazoo Region","41.070232171267","3.0909690903091","2.69653037271003","Low"
2022-03-27,"Lansing Region","50.9218375170444","2.93219303604154","4.39856404545842","Low"
2022-03-27,"Saginaw Region","23.4200148766573","1.44603041328482","4.28817153995042","Low"
2022-03-27,"State","55.4629004363335","2.27909811090798","4.64610681957311","Low"
2022-03-27,"Traverse City Region","41.7828236652522","3.79700620664476","10.5580250501589","Medium"
2022-03-27,"Upper Peninsula Region","46.5116279069767","2.10843373493976","3.34616029227425","Low"
2022-03-28,"Detroit Region","65.7379943294067","1.97973912467722","5.07290587611949","Low"
2022-03-28,"Grand Rapids Region","42.6026714610957","2.78888768781753","3.12680153642611","Low"
2022-03-28,"Jackson Region","37.3472234157176","2.87033982184098","4.29658316801514","Low"
2022-03-28,"Kalamazoo Region","41.070232171267","2.98393267023718","2.90395578599542","Low"
2022-03-28,"Lansing Region","49.7376087375783","2.78841734334304","3.8910374248286","Low"
2022-03-28,"Saginaw Region","22.2655071010475","1.40831934340608","4.12324186533694","Low"
2022-03-28,"State","53.7105972089715","2.21557129507997","4.52594888458415","Low"
2022-03-28,"Traverse City Region","40.4349906437924","3.50556874201205","8.53627557246892","Low"
2022-03-28,"Upper Peninsula Region","40.8231554291451","2.10612691466083","3.68077632150168","Low"
2022-03-29,"Detroit Region","65.6617100307941","1.92585885133121","4.74869760584118","Low"
2022-03-29,"Grand Rapids Region","40.257570279751","2.73950397147025","2.73595134437285","Low"
2022-03-29,"Jackson Region","33.3811465928095","2.99440605462323","3.63557037293588","Low"
2022-03-29,"Kalamazoo Region","40.3442432187446","2.86435469710272","3.00766849263811","Low"
2022-03-29,"Lansing Region","46.3540979391036","2.72517321016166","3.38351080419879","Low"
2022-03-29,"Saginaw Region","23.4200148766573","1.38111235535648","4.12324186533694","Low"
2022-03-29,"State","52.8694916598377","2.16294990849319","4.28563301460623","Low"
2022-03-29,"Traverse City Region","35.9422139055933","3.46916299559471","9.21019206503226","Low"
2022-03-29,"Upper Peninsula Region","43.1654676258993","2.02407002188184","3.68077632150168","Low"
2022-03-30,"Detroit Region","66.0431315238571","1.87912197169717","4.69148438167441","Low"
2022-03-30,"Grand Rapids Region","40.1272868807874","2.66486486486486","2.86623474172394","Low"
2022-03-30,"Jackson Region","33.7116529947185","2.89759631215015","3.63557037293588","Low"
2022-03-30,"Kalamazoo Region","41.3813702937766","2.73806905652078","2.59281766606734","Low"
2022-03-30,"Lansing Region","53.6286461558242","2.68270120259019","3.38351080419879","Low"
2022-03-30,"Saginaw Region","22.5953664655074","1.30706750070021","3.46352316688303","Low"
2022-03-30,"State","53.4001892086959","2.10258670373258","4.20552772461359","Low"
2022-03-30,"Traverse City Region","33.9204643734037","3.39170506912442","8.76091440332337","Low"
2022-03-30,"Upper Peninsula Region","41.4923874853606","1.93959545580493","4.68462440918395","Low"
2022-03-31,"Detroit Region","67.2636803016586","1.83944639738233","4.6152000827854","Low"
2022-03-31,"Grand Rapids Region","40.5181370776782","2.59487512163477","2.73595134437285","Low"
2022-03-31,"Jackson Region","31.3981081813555","2.66622778143515","3.63557037293588","Low"
2022-03-31,"Kalamazoo Region","42.8333481988214","2.75239458328746","3.42251931920888","Low"
2022-03-31,"Lansing Region","52.9519439961293","2.61112838047871","2.53763310314909","Low"
2022-03-31,"Saginaw Region","22.7602961477374","1.20572016076269","2.9687341430426","Low"
2022-03-31,"State","53.9809525640502","2.04812899548027","4.12542243462095","Low"
2022-03-31,"Traverse City Region","31.4494371673941","3.27868852459016","8.31163674161448","Low"
2022-03-31,"Upper Peninsula Region","39.8193073448218","1.82686902754356","4.68462440918395","Low"
2022-04-01,"Detroit Region","67.7976703919468","1.80118382474968","4.50077363445188","Low"
2022-04-01,"Grand Rapids Region","38.8895945906333","2.55314545356196","3.19194323510166","Low"
2022-04-01,"Jackson Region","28.7540569660834","2.44143846915209","2.97455757785663","Low"
2022-04-01,"Kalamazoo Region","44.700176933879","2.7931110620446","3.2150939059235","Low"
2022-04-01,"Lansing Region","51.0910130569682","2.58889582033687","2.53763310314909","Low"
2022-04-01,"Saginaw Region","21.4408586898976","1.09550561797753","2.47394511920216","Low"
2022-04-01,"State","53.8708077897589","2.00488997555012","4.09538295087371","Low"
2022-04-01,"Traverse City Region","31.6740760043041","3.26267281105991","8.98555323417781","Low"
2022-04-01,"Upper Peninsula Region","38.1462272042831","1.65383518676932","4.68462440918395","Low"
2022-04-02,"Detroit Region","68.198162959663","1.7776795091482","4.6152000827854","Low"
2022-04-02,"Grand Rapids Region","36.7399185077339","2.54090367320403","3.38736833112829","Low"
2022-04-02,"Jackson Region","28.7540569660834","2.02388852023889","2.64405118031701","Low"
2022-04-02,"Kalamazoo Region","42.3147846613054","2.77440035370841","2.80024307935272","Low"
2022-04-02,"Lansing Region","50.9218375170444","2.41508258024307","2.19928202272921","Low"
2022-04-02,"Saginaw Region","21.7707180543575","1.05884557721139","2.30901544458869","Low"
2022-04-02,"State","53.450255015192","1.96672325976231","4.08536978962463","Low"
2022-04-02,"Traverse City Region","30.7755206566642","3.24483775811209","8.53627557246892","Low"
2022-04-02,"Upper Peninsula Region","37.1423791199598","1.59680638722555","4.68462440918395","Low"
2022-04-03,"Detroit Region","63.3350389231098","1.75452147909471","4.82498190473019","Low"
2022-04-03,"Grand Rapids Region","34.5251007253528","2.51859089182001","3.64793512583046","Low"
2022-04-03,"Jackson Region","27.4320313584474","1.63115845539281","2.31354478277738","Low"
2022-04-03,"Kalamazoo Region","40.551668633751","2.80415102671671","2.90395578599542","Low"
2022-04-03,"Lansing Region","49.0609065778834","2.27201991907874","2.03010648251927","Low"
2022-04-03,"Saginaw Region","20.4512805965177","1.03864508281089","1.81422642074825","Low"
2022-04-03,"State","49.9857012056647","1.93758480325645","4.22555404711175","Low"
2022-04-03,"Traverse City Region","30.1016041459344","3.34133284105594","9.21019206503226","Low"
2022-04-03,"Upper Peninsula Region","33.4616028107746","1.53977758768178","4.68462440918395","Low"
2022-04-04,"Detroit Region","72.4700836819685","1.72982965799551","4.72962653111892","Low"
2022-04-04,"Grand Rapids Region","38.3684609947789","2.50340136054422","3.45251002980383","Low"
2022-04-04,"Jackson Region","32.7201337889915","1.29956681106298","2.31354478277738","Low"
2022-04-04,"Kalamazoo Region","44.2853261038662","2.88611544461779","3.1113811992808","Low"
2022-04-04,"Lansing Region","55.4895770949853","2.27449758529366","2.53763310314909","Low"
2022-04-04,"Saginaw Region","23.5849445588873","1.06851626206767","1.81422642074825","Low"
